ID_Registro,Fecha,PerdidaCC1,PerdidaCC2,PerdidaCC1_Pct,PerdidaCC2_Pct,Causa,Duracion_Horas,Perdida_Ingresos_CC1_USD,Perdida_Ingresos_CC2_USD
3702,2005-04-26,30.85,54.11,3.63,7.21,Condiciones_Ambientales,44.8,69118.03,121242.39
3703,2018-04-28,32.08,56.18,3.77,7.49,Restricciones_Combustible,39.2,62854.82,110060.59
3704,2015-03-07,36.92,38.66,4.34,5.15,Mantenimiento_Programado,54.9,101416.66,106198.34
3705,2000-07-06,45.03,48.4,5.3,6.45,Mantenimiento_Programado,19.2,43217.22,46448.12
3706,2012-10-30,29.17,29.29,3.43,3.91,Mantenimiento_Programado,52.1,76000.94,76331.54
3707,2002-01-02,47.41,46.95,5.58,6.26,Falla_Menor,63.2,149742.49,148266.8
3708,2015-12-18,53.74,28.37,6.32,3.78,Restricciones_Combustible,42.7,114857.12,60632.83
3709,2005-05-22,29.12,50.38,3.43,6.72,Mantenimiento_Programado,15.0,21831.25,37767.8
3710,2012-07-28,59.02,43.64,6.94,5.82,Degradación_Equipos,66.7,196686.71,145449.09
3711,2014-03-15,61.38,40.28,7.22,5.37,Mantenimiento_Programado,67.1,205844.44,135068.91
3712,2005-05-31,26.08,38.97,3.07,5.2,Restricciones_Combustible,60.9,79371.14,118576.51
3713,2000-03-26,47.79,53.45,5.62,7.13,Mantenimiento_Programado,48.1,114866.13,128477.14
3714,2006-05-22,62.47,43.76,7.35,5.83,Falla_Menor,59.5,185792.37,130142.54
3715,2004-12-22,52.08,23.37,6.13,3.12,Falla_Menor,71.9,187136.34,83969.24
3716,2000-07-18,48.07,31.36,5.66,4.18,Falla_Menor,54.8,131720.35,85923.65
3717,2019-04-06,49.15,30.57,5.78,4.08,Degradación_Equipos,40.7,100000.46,62194.93
3718,2000-04-22,40.65,31.4,4.78,4.19,Degradación_Equipos,12.6,25647.67,19809.8
3719,2010-04-13,63.76,41.53,7.5,5.54,Degradación_Equipos,7.0,22265.27,14502.8
3720,2013-10-05,34.86,55.35,4.1,7.38,Falla_Menor,11.5,20119.74,31951.22
3721,2002-04-24,64.23,51.45,7.56,6.86,Condiciones_Ambientales,62.0,199240.44,159589.92
3722,2009-03-21,53.18,41.97,6.26,5.6,Falla_Menor,27.7,73538.81,58037.59
3723,2008-05-28,65.41,55.0,7.7,7.33,Falla_Menor,69.1,226084.38,190079.29
3724,2003-08-18,59.35,45.35,6.98,6.05,Mantenimiento_Programado,65.9,195548.82,149416.04
3725,2015-07-13,53.51,40.77,6.29,5.44,Degradación_Equipos,25.6,68406.25,52118.09
3726,2004-01-12,58.68,51.89,6.9,6.92,Falla_Menor,15.8,46292.58,40939.74
3727,2003-10-18,39.21,33.07,4.61,4.41,Falla_Menor,49.6,97180.92,81956.69
3728,2008-03-17,44.53,42.99,5.24,5.73,Falla_Menor,11.4,25465.5,24584.04
3729,2001-03-12,39.57,58.91,4.66,7.86,Mantenimiento_Programado,50.7,100294.07,149331.84
3730,2014-12-17,31.78,25.02,3.74,3.34,Restricciones_Combustible,65.6,104234.62,82063.97
3731,2008-08-09,54.6,35.38,6.42,4.72,Mantenimiento_Programado,24.6,67147.46,43515.49
3732,2000-02-06,49.92,53.02,5.87,7.07,Mantenimiento_Programado,11.2,27945.81,29685.3
3733,2013-02-19,58.91,48.25,6.93,6.43,Restricciones_Combustible,62.4,183863.11,150591.78
3734,2018-05-25,37.19,27.51,4.38,3.67,Mantenimiento_Programado,70.2,130545.69,96589.78
3735,2018-09-28,51.42,35.81,6.05,4.77,Condiciones_Ambientales,46.6,119871.07,83492.58
3736,2007-02-23,36.94,32.52,4.35,4.34,Degradación_Equipos,71.5,132018.94,116217.47
3737,2011-11-07,30.98,50.64,3.64,6.75,Restricciones_Combustible,51.1,79118.01,129334.48
3738,2006-08-01,54.18,59.79,6.37,7.97,Degradación_Equipos,32.2,87208.58,96244.98
3739,2014-02-16,52.18,35.57,6.14,4.74,Condiciones_Ambientales,59.4,154977.64,105649.36
3740,2016-05-24,64.76,58.55,7.62,7.81,Mantenimiento_Programado,11.7,37787.57,34167.44
3741,2010-05-13,41.25,28.52,4.85,3.8,Degradación_Equipos,32.2,66452.68,45948.79
3742,2006-10-29,37.98,27.45,4.47,3.66,Condiciones_Ambientales,62.7,118973.37,85977.6
3743,2005-03-23,33.02,42.49,3.88,5.66,Degradación_Equipos,35.2,58128.26,74803.93
3744,2012-01-19,40.32,36.73,4.74,4.9,Restricciones_Combustible,41.9,84531.97,77009.68
3745,2011-10-27,55.07,44.89,6.48,5.99,Condiciones_Ambientales,25.4,69834.88,56918.2
3746,2015-11-06,46.04,38.41,5.42,5.12,Condiciones_Ambientales,61.1,140558.02,117251.1
3747,2019-09-29,44.16,38.87,5.2,5.18,Falla_Menor,37.6,83107.79,73164.3
3748,2019-03-03,34.05,48.82,4.01,6.51,Degradación_Equipos,58.2,99009.81,141934.28
3749,2018-11-12,45.44,36.54,5.35,4.87,Restricciones_Combustible,32.3,73288.89,58934.39
3750,2011-11-15,28.88,42.23,3.4,5.63,Condiciones_Ambientales,19.2,27654.7,40436.01
3751,2003-03-25,33.31,37.24,3.92,4.97,Condiciones_Ambientales,63.0,104976.88,117384.31
3752,2008-06-04,51.98,51.34,6.12,6.84,Mantenimiento_Programado,62.3,161853.51,159856.46
3753,2016-02-15,31.3,53.23,3.68,7.1,Restricciones_Combustible,62.5,97797.6,166320.38
3754,2019-12-09,41.63,30.95,4.9,4.13,Condiciones_Ambientales,32.4,67339.7,50056.31
3755,2018-08-12,35.41,53.67,4.17,7.16,Mantenimiento_Programado,42.9,75936.28,115079.73
3756,2007-02-06,58.6,47.32,6.89,6.31,Falla_Menor,28.7,84133.5,67938.91
3757,2013-04-29,46.46,55.85,5.47,7.45,Degradación_Equipos,33.0,76735.76,92250.81
3758,2016-12-14,30.61,58.81,3.6,7.84,Falla_Menor,9.3,14261.6,27397.01
3759,2019-08-06,48.55,50.24,5.71,6.7,Degradación_Equipos,61.3,148799.84,153980.84
3760,2012-12-01,35.5,46.7,4.18,6.23,Condiciones_Ambientales,65.2,115779.61,152316.99
3761,2017-10-27,36.42,55.79,4.28,7.44,Falla_Menor,70.9,129172.16,197862.69
3762,2017-10-07,42.28,22.84,4.97,3.05,Mantenimiento_Programado,35.6,75258.45,40651.64
3763,2013-06-05,40.3,32.86,4.74,4.38,Restricciones_Combustible,40.7,82120.43,66946.46
3764,2001-03-29,52.08,26.61,6.13,3.55,Mantenimiento_Programado,39.0,101528.7,51880.91
3765,2015-09-01,31.7,56.06,3.73,7.48,Restricciones_Combustible,7.8,12372.1,21881.85
3766,2010-07-17,63.25,39.51,7.44,5.27,Condiciones_Ambientales,22.6,71430.73,44625.54
3767,2010-01-21,43.68,32.75,5.14,4.37,Restricciones_Combustible,21.3,46564.63,34914.05
3768,2010-07-24,31.51,49.88,3.71,6.65,Mantenimiento_Programado,66.2,104286.67,165061.67
3769,2010-08-24,27.91,58.04,3.28,7.74,Mantenimiento_Programado,21.0,29272.57,60872.56
3770,2009-04-29,64.57,36.15,7.6,4.82,Falla_Menor,7.2,23365.74,13081.78
3771,2007-09-15,58.5,28.84,6.88,3.85,Condiciones_Ambientales,52.0,151958.09,74920.03
3772,2003-12-26,49.46,22.71,5.82,3.03,Restricciones_Combustible,28.3,69908.28,32103.96
3773,2010-06-27,65.52,49.89,7.71,6.65,Restricciones_Combustible,67.7,221643.44,168775.67
3774,2018-06-09,44.51,32.2,5.24,4.29,Restricciones_Combustible,17.8,39703.69,28718.89
3775,2016-05-29,31.47,25.48,3.7,3.4,Degradación_Equipos,53.8,84642.8,68530.3
3776,2016-11-07,66.09,50.0,7.78,6.67,Restricciones_Combustible,39.7,131237.5,99290.81
3777,2010-03-22,33.07,46.25,3.89,6.17,Degradación_Equipos,37.9,62598.55,87564.0
3778,2007-09-29,67.66,31.65,7.96,4.22,Restricciones_Combustible,27.5,93127.9,43558.98
3779,2016-11-20,43.34,49.98,5.1,6.66,Condiciones_Ambientales,17.1,37156.46,42845.95
3780,2012-02-23,49.1,33.42,5.78,4.46,Mantenimiento_Programado,47.8,117373.63,79894.26
3781,2019-10-18,58.86,53.46,6.92,7.13,Mantenimiento_Programado,69.9,205855.04,186959.02
3782,2004-02-28,42.54,55.7,5.0,7.43,Mantenimiento_Programado,31.9,67948.54,88969.15
3783,2003-03-26,48.98,26.1,5.76,3.48,Mantenimiento_Programado,42.4,103871.73,55344.14
3784,2010-04-20,42.48,47.71,5.0,6.36,Falla_Menor,28.6,60730.97,68206.75
3785,2018-01-02,61.83,56.99,7.27,7.6,Condiciones_Ambientales,12.7,39154.63,36091.2
3786,2014-02-14,62.25,56.76,7.32,7.57,Degradación_Equipos,14.8,46155.38,42082.19
3787,2004-11-11,27.44,41.25,3.23,5.5,Restricciones_Combustible,50.7,69488.86,104479.25
3788,2017-01-16,52.06,51.45,6.12,6.86,Restricciones_Combustible,59.0,153652.68,151846.9
3789,2012-10-10,55.99,53.82,6.59,7.18,Mantenimiento_Programado,41.5,116270.38,111778.52
3790,2003-11-12,35.93,25.16,4.23,3.36,Degradación_Equipos,45.5,81762.54,57260.29
3791,2003-11-03,61.44,34.48,7.23,4.6,Condiciones_Ambientales,9.5,29196.27,16383.37
3792,2014-04-22,30.51,41.89,3.59,5.59,Condiciones_Ambientales,30.7,46880.91,64371.36
3793,2001-12-01,48.11,27.38,5.66,3.65,Falla_Menor,41.9,100892.26,57425.09
3794,2003-01-12,27.38,32.85,3.22,4.38,Falla_Menor,34.0,46514.44,55807.79
3795,2018-04-17,29.45,41.9,3.47,5.59,Mantenimiento_Programado,44.8,65951.03,93825.99
3796,2019-02-28,34.55,24.93,4.07,3.32,Degradación_Equipos,38.0,65708.9,47409.39
3797,2002-03-26,37.89,42.82,4.46,5.71,Condiciones_Ambientales,22.1,41795.96,47234.43
3798,2011-10-14,37.9,26.9,4.46,3.59,Condiciones_Ambientales,45.9,87004.41,61753.75
3799,2000-05-24,34.8,56.83,4.09,7.58,Degradación_Equipos,43.5,75733.59,123672.54
3800,2019-08-11,30.61,41.6,3.6,5.55,Degradación_Equipos,6.8,10427.37,14170.86
3801,2000-12-02,37.31,45.52,4.39,6.07,Mantenimiento_Programado,56.3,105038.67,128169.31
3802,2002-07-28,29.34,54.16,3.45,7.22,Restricciones_Combustible,15.5,22804.93,42087.38
3803,2012-12-04,33.29,27.09,3.92,3.61,Degradación_Equipos,46.6,77556.08,63115.08
3804,2001-07-10,60.37,51.09,7.1,6.81,Restricciones_Combustible,52.6,158683.97,134294.59
3805,2003-04-23,57.78,46.52,6.8,6.2,Falla_Menor,58.8,169768.07,136665.06
3806,2003-02-17,58.72,44.72,6.91,5.96,Condiciones_Ambientales,67.5,198058.43,150826.35
3807,2002-10-12,50.85,23.99,5.98,3.2,Degradación_Equipos,19.6,49939.07,23562.53
3808,2002-10-06,66.31,45.47,7.8,6.06,Restricciones_Combustible,31.3,103894.07,71248.5
3809,2014-10-22,32.7,51.21,3.85,6.83,Degradación_Equipos,60.1,98240.79,153828.17
3810,2003-05-17,64.7,43.79,7.61,5.84,Mantenimiento_Programado,33.7,108999.72,73783.59
3811,2012-10-02,53.36,50.8,6.28,6.77,Degradación_Equipos,4.0,10696.37,10183.2
3812,2004-04-29,51.84,54.17,6.1,7.22,Condiciones_Ambientales,31.9,82684.11,86403.99
3813,2001-08-16,64.06,52.47,7.54,7.0,Condiciones_Ambientales,42.8,136979.0,112199.13
3814,2000-12-20,27.37,41.52,3.22,5.54,Falla_Menor,4.3,5887.72,8931.97
3815,2012-02-13,53.03,50.72,6.24,6.76,Restricciones_Combustible,38.5,102080.14,97648.1
3816,2010-10-05,27.31,41.35,3.21,5.51,Mantenimiento_Programado,55.0,75120.58,113749.59
3817,2008-01-07,57.19,49.52,6.73,6.6,Mantenimiento_Programado,49.2,140631.2,121768.12
3818,2000-12-21,44.92,43.1,5.28,5.75,Degradación_Equipos,21.6,48414.19,46451.9
3819,2015-05-05,53.38,46.48,6.28,6.2,Falla_Menor,30.5,81325.23,70807.02
3820,2002-12-30,37.38,51.09,4.4,6.81,Condiciones_Ambientales,38.9,72665.66,99312.66
3821,2019-07-22,59.47,40.24,7.0,5.37,Mantenimiento_Programado,19.9,59087.81,39981.78
3822,2011-05-13,65.37,59.39,7.69,7.92,Restricciones_Combustible,6.3,20751.31,18851.34
3823,2012-08-25,41.17,25.78,4.84,3.44,Degradación_Equipos,19.3,39782.92,24912.33
3824,2001-08-05,39.7,27.92,4.67,3.72,Falla_Menor,59.8,118694.49,83468.51
3825,2004-10-11,29.89,31.1,3.52,4.15,Restricciones_Combustible,65.7,98172.32,102146.43
3826,2008-05-24,67.91,41.37,7.99,5.52,Degradación_Equipos,55.3,187882.59,114448.73
3827,2006-01-17,64.46,26.28,7.58,3.5,Degradación_Equipos,15.7,50525.25,20597.29
3828,2000-01-30,46.36,26.48,5.45,3.53,Restricciones_Combustible,42.5,98623.87,56328.13
3829,2009-04-21,67.46,53.43,7.94,7.12,Falla_Menor,36.7,123928.42,98151.24
3830,2008-12-29,28.46,48.98,3.35,6.53,Condiciones_Ambientales,70.2,99902.57,171917.07
3831,2016-06-20,61.08,52.89,7.19,7.05,Degradación_Equipos,28.8,87914.39,76127.02
3832,2013-03-05,49.88,22.73,5.87,3.03,Degradación_Equipos,60.0,149553.69,68167.75
3833,2013-02-20,67.7,56.17,7.97,7.49,Condiciones_Ambientales,53.5,181103.93,150253.19
3834,2018-06-25,49.99,48.77,5.88,6.5,Restricciones_Combustible,44.4,110970.19,108266.67
3835,2002-01-17,39.54,31.13,4.65,4.15,Degradación_Equipos,33.5,66254.19,52163.95
3836,2000-04-14,62.48,54.24,7.35,7.23,Mantenimiento_Programado,47.5,148284.48,128737.89
3837,2007-03-10,52.99,56.86,6.23,7.58,Degradación_Equipos,62.1,164427.94,176426.76
3838,2009-06-01,29.18,28.58,3.43,3.81,Mantenimiento_Programado,68.1,99388.49,97337.83
3839,2004-04-12,44.95,23.79,5.29,3.17,Condiciones_Ambientales,14.8,33206.71,17569.91
3840,2003-05-16,26.34,43.41,3.1,5.79,Mantenimiento_Programado,64.2,84495.64,139256.18
3841,2013-12-11,44.27,27.22,5.21,3.63,Mantenimiento_Programado,28.3,62541.55,38448.07
3842,2019-12-20,29.51,59.21,3.47,7.89,Restricciones_Combustible,33.0,48765.92,97827.86
3843,2017-08-18,29.79,38.9,3.5,5.19,Degradación_Equipos,28.7,42716.23,55785.47
3844,2014-10-24,43.99,46.89,5.18,6.25,Falla_Menor,45.9,100998.04,107657.3
3845,2014-01-17,42.4,48.6,4.99,6.48,Condiciones_Ambientales,10.5,22219.85,25466.97
3846,2014-01-25,31.01,49.94,3.65,6.66,Restricciones_Combustible,60.0,93062.21,149879.46
3847,2019-11-16,67.4,52.63,7.93,7.02,Degradación_Equipos,55.9,188464.12,147153.82
3848,2017-11-26,53.27,24.74,6.27,3.3,Degradación_Equipos,30.8,81945.83,38051.47
3849,2004-01-28,37.69,40.83,4.43,5.44,Falla_Menor,25.1,47260.36,51202.6
3850,2013-02-01,34.22,57.81,4.03,7.71,Condiciones_Ambientales,60.9,104150.04,175958.06
3851,2017-04-12,61.1,54.74,7.19,7.3,Condiciones_Ambientales,45.1,137870.17,123509.0
3852,2013-02-28,60.24,27.58,7.09,3.68,Condiciones_Ambientales,23.0,69339.5,31744.69
3853,2011-08-29,31.78,43.11,3.74,5.75,Falla_Menor,19.2,30437.52,41292.94
3854,2014-02-25,67.1,32.0,7.89,4.27,Degradación_Equipos,58.6,196762.26,93832.44
3855,2004-02-01,52.03,29.27,6.12,3.9,Falla_Menor,46.2,120296.9,67678.41
3856,2000-07-21,26.67,56.78,3.14,7.57,Condiciones_Ambientales,64.3,85727.78,182530.04
3857,2007-12-12,55.98,25.16,6.59,3.35,Restricciones_Combustible,45.5,127414.76,57258.35
3858,2019-09-10,28.79,53.6,3.39,7.15,Degradación_Equipos,70.8,101883.48,189687.28
3859,2017-07-28,67.07,56.84,7.89,7.58,Mantenimiento_Programado,60.5,202963.32,172012.33
3860,2007-09-30,31.25,35.8,3.68,4.77,Condiciones_Ambientales,55.3,86343.7,98920.35
3861,2017-03-27,53.13,56.78,6.25,7.57,Mantenimiento_Programado,35.7,94902.81,101426.74
3862,2018-10-26,48.39,59.06,5.69,7.88,Condiciones_Ambientales,42.8,103611.87,126451.67
3863,2001-01-03,29.98,38.8,3.53,5.17,Mantenimiento_Programado,58.5,87676.35,113480.72
3864,2018-06-14,50.11,31.2,5.9,4.16,Restricciones_Combustible,30.0,75256.4,46854.73
3865,2013-06-30,42.84,49.16,5.04,6.55,Restricciones_Combustible,57.6,123485.39,141696.29
3866,2003-05-10,33.68,56.69,3.96,7.56,Condiciones_Ambientales,59.2,99647.06,167743.53
3867,2003-09-28,51.17,27.22,6.02,3.63,Mantenimiento_Programado,16.2,41348.67,21998.23
3868,2000-11-16,28.67,26.56,3.37,3.54,Falla_Menor,35.4,50744.13,47001.42
3869,2012-04-26,57.67,33.47,6.78,4.46,Falla_Menor,42.4,122284.72,70964.53
3870,2018-11-16,56.68,35.4,6.67,4.72,Condiciones_Ambientales,9.3,26297.94,16423.78
3871,2001-05-23,60.59,28.39,7.13,3.79,Restricciones_Combustible,44.3,134297.82,62926.66
3872,2018-09-20,26.89,46.18,3.16,6.16,Degradación_Equipos,19.8,26648.73,45772.21
3873,2017-09-19,62.25,45.95,7.32,6.13,Mantenimiento_Programado,4.2,13134.21,9695.36
3874,2012-07-12,38.22,35.4,4.5,4.72,Falla_Menor,7.1,13509.33,12513.36
3875,2013-05-25,59.73,23.08,7.03,3.08,Condiciones_Ambientales,21.9,65432.06,25282.74
3876,2012-10-09,42.9,45.78,5.05,6.1,Degradación_Equipos,65.3,140019.34,149428.04
3877,2016-01-11,33.87,57.77,3.98,7.7,Condiciones_Ambientales,70.9,119994.93,204672.07
3878,2012-01-24,30.96,55.81,3.64,7.44,Falla_Menor,15.3,23688.3,42703.77
3879,2015-03-14,52.04,55.58,6.12,7.41,Restricciones_Combustible,27.8,72436.98,77368.1
3880,2017-07-20,49.62,40.68,5.84,5.42,Falla_Menor,8.8,21712.34,17802.19
3881,2018-06-23,50.57,25.72,5.95,3.43,Degradación_Equipos,15.7,39805.52,20243.54
3882,2014-11-25,64.04,48.64,7.53,6.49,Condiciones_Ambientales,5.9,18896.37,14353.14
3883,2007-03-06,39.05,59.34,4.59,7.91,Mantenimiento_Programado,29.3,57151.05,86843.87
3884,2000-06-12,57.18,42.61,6.73,5.68,Falla_Menor,24.3,69429.6,51745.45
3885,2009-07-18,50.36,29.86,5.93,3.98,Condiciones_Ambientales,42.7,107507.49,63738.69
3886,2010-12-20,26.97,26.48,3.17,3.53,Restricciones_Combustible,22.3,30040.67,29486.94
3887,2003-11-24,50.42,24.29,5.93,3.24,Condiciones_Ambientales,47.5,119689.37,57670.52
3888,2012-08-30,66.85,48.55,7.86,6.47,Falla_Menor,9.3,30995.48,22511.65
3889,2000-03-25,41.05,35.24,4.83,4.7,Degradación_Equipos,57.9,118768.81,101953.81
3890,2002-11-02,47.75,29.87,5.62,3.98,Mantenimiento_Programado,69.0,164823.72,103086.82
3891,2019-05-22,46.51,55.18,5.47,7.36,Falla_Menor,47.4,110135.75,130664.65
3892,2013-03-31,43.42,38.66,5.11,5.16,Mantenimiento_Programado,57.5,124833.09,111162.34
3893,2011-07-24,35.83,28.41,4.21,3.79,Degradación_Equipos,32.6,58380.86,46288.93
3894,2009-11-09,57.71,59.41,6.79,7.92,Falla_Menor,66.3,191301.27,196915.44
3895,2012-07-17,48.01,23.68,5.65,3.16,Degradación_Equipos,67.8,162876.5,80334.32
3896,2006-06-05,41.55,40.12,4.89,5.35,Restricciones_Combustible,44.1,91707.13,88564.64
3897,2009-02-21,61.35,51.86,7.22,6.91,Mantenimiento_Programado,39.7,121891.88,103037.45
3898,2019-03-10,42.62,36.55,5.01,4.87,Restricciones_Combustible,66.6,141883.53,121679.17
3899,2008-11-17,64.14,43.62,7.55,5.82,Falla_Menor,45.5,146001.69,99307.25
3900,2001-03-04,31.06,38.88,3.65,5.18,Degradación_Equipos,62.9,97626.32,122213.52
3901,2008-11-08,46.57,39.36,5.48,5.25,Degradación_Equipos,60.3,140508.25,118751.76
3902,2009-11-06,40.09,35.37,4.72,4.72,Condiciones_Ambientales,38.9,78010.87,68817.4
3903,2010-11-25,65.51,51.73,7.71,6.9,Falla_Menor,35.2,115298.84,91055.17
3904,2014-01-15,58.55,55.75,6.89,7.43,Mantenimiento_Programado,20.7,60698.47,57791.62
3905,2019-09-07,44.03,55.92,5.18,7.46,Restricciones_Combustible,40.9,90033.04,114344.56
3906,2018-03-18,64.92,44.32,7.64,5.91,Falla_Menor,5.3,17116.15,11684.52
3907,2016-09-05,28.17,37.76,3.31,5.04,Mantenimiento_Programado,52.6,74094.07,99344.25
3908,2010-05-31,53.24,38.75,6.26,5.17,Mantenimiento_Programado,9.2,24421.98,17775.32
3909,2011-03-11,58.48,41.05,6.88,5.47,Degradación_Equipos,36.7,107163.45,75217.04
3910,2014-03-02,42.04,51.84,4.95,6.91,Mantenimiento_Programado,49.7,104537.04,128910.48
3911,2017-03-31,32.39,40.3,3.81,5.37,Falla_Menor,38.9,62941.74,78320.07
3912,2016-10-08,27.97,28.75,3.29,3.83,Mantenimiento_Programado,44.3,62008.03,63737.44
3913,2008-03-13,67.17,43.42,7.9,5.79,Mantenimiento_Programado,34.5,115920.37,74939.44
3914,2005-10-12,27.37,51.8,3.22,6.91,Degradación_Equipos,55.6,76167.26,144118.02
3915,2010-02-28,39.93,49.64,4.7,6.62,Condiciones_Ambientales,33.7,67342.9,83716.06
3916,2019-06-11,33.97,23.89,4.0,3.19,Falla_Menor,4.7,7926.67,5574.91
3917,2006-03-26,59.31,31.36,6.98,4.18,Degradación_Equipos,19.6,58178.51,30757.22
3918,2019-11-14,65.53,39.39,7.71,5.25,Degradación_Equipos,66.3,217389.52,130666.78
3919,2003-11-09,53.79,41.58,6.33,5.54,Restricciones_Combustible,53.8,144751.36,111896.96
3920,2015-07-06,52.27,25.02,6.15,3.34,Degradación_Equipos,65.1,170175.5,81476.84
3921,2018-01-27,34.8,54.04,4.09,7.21,Falla_Menor,16.4,28558.72,44351.45
3922,2003-08-09,58.36,55.64,6.87,7.42,Falla_Menor,70.9,206922.03,197286.87
3923,2014-04-24,66.25,36.52,7.79,4.87,Restricciones_Combustible,33.2,110112.31,60698.28
3924,2016-04-06,36.3,37.64,4.27,5.02,Falla_Menor,18.0,32721.31,33925.56
3925,2010-03-16,44.55,42.32,5.24,5.64,Condiciones_Ambientales,34.7,77293.99,73431.72
3926,2013-04-28,49.53,25.91,5.83,3.46,Mantenimiento_Programado,60.8,150643.05,78817.2
3927,2010-11-29,54.83,33.21,6.45,4.43,Condiciones_Ambientales,15.5,42442.44,25706.6
3928,2009-03-23,26.41,58.26,3.11,7.77,Condiciones_Ambientales,14.6,19229.52,42410.54
3929,2002-06-11,26.58,42.47,3.13,5.66,Restricciones_Combustible,24.5,32511.71,51962.86
3930,2002-05-25,56.68,45.49,6.67,6.07,Mantenimiento_Programado,13.0,36754.08,29497.41
3931,2014-08-20,58.17,29.62,6.84,3.95,Degradación_Equipos,33.9,98580.55,50194.77
3932,2017-05-28,33.7,56.29,3.96,7.5,Falla_Menor,41.7,70232.0,117312.56
3933,2014-08-04,50.2,23.32,5.91,3.11,Degradación_Equipos,69.9,175533.14,81534.69
3934,2019-06-19,64.64,48.23,7.61,6.43,Mantenimiento_Programado,40.5,131060.43,97778.17
3935,2016-02-15,37.56,50.39,4.42,6.72,Degradación_Equipos,37.2,69779.33,93612.76
3936,2011-01-26,47.14,43.04,5.55,5.74,Degradación_Equipos,64.8,152688.27,139385.56
3937,2011-01-26,67.41,42.12,7.93,5.62,Restricciones_Combustible,52.3,176157.08,110075.63
3938,2012-12-20,47.82,44.35,5.63,5.91,Condiciones_Ambientales,21.0,50200.01,46550.92
3939,2001-11-21,27.83,52.65,3.27,7.02,Condiciones_Ambientales,52.8,73492.96,139019.56
3940,2003-11-06,49.18,28.13,5.79,3.75,Condiciones_Ambientales,32.1,78912.81,45127.33
3941,2009-12-13,64.42,51.64,7.58,6.89,Degradación_Equipos,65.6,211301.45,169398.08
3942,2017-12-13,32.93,31.74,3.87,4.23,Condiciones_Ambientales,50.5,83139.15,80121.34
3943,2002-10-16,45.71,36.16,5.38,4.82,Restricciones_Combustible,33.1,75746.46,59920.88
3944,2001-07-17,46.35,59.55,5.45,7.94,Mantenimiento_Programado,32.3,74947.2,96280.91
3945,2008-12-11,64.45,50.34,7.58,6.71,Degradación_Equipos,26.9,86618.28,67648.24
3946,2006-10-03,46.37,36.29,5.46,4.84,Mantenimiento_Programado,20.0,46312.04,36241.94
3947,2019-04-03,47.24,52.42,5.56,6.99,Degradación_Equipos,50.0,118177.0,131145.58
3948,2017-05-18,56.8,52.0,6.68,6.93,Mantenimiento_Programado,16.5,46763.16,42806.7
3949,2009-04-21,52.59,46.41,6.19,6.19,Mantenimiento_Programado,64.9,170677.95,150604.84
3950,2012-03-02,26.06,48.59,3.07,6.48,Mantenimiento_Programado,54.7,71265.03,132885.57
3951,2008-04-09,37.45,39.18,4.41,5.22,Falla_Menor,11.0,20688.69,21640.18
3952,2018-10-06,44.78,30.29,5.27,4.04,Restricciones_Combustible,43.0,96279.65,65119.78
3953,2011-02-15,40.52,56.17,4.77,7.49,Degradación_Equipos,56.1,113751.65,157690.96
3954,2013-12-07,63.21,29.44,7.44,3.92,Degradación_Equipos,11.4,36153.51,16837.37
3955,2008-12-13,62.99,45.31,7.41,6.04,Restricciones_Combustible,53.7,169077.16,121633.18
3956,2019-12-31,52.0,26.47,6.12,3.53,Restricciones_Combustible,29.2,75798.89,38587.06
3957,2018-08-14,64.24,35.94,7.56,4.79,Condiciones_Ambientales,32.3,103834.19,58086.93
3958,2005-07-11,35.64,25.94,4.19,3.46,Mantenimiento_Programado,35.5,63172.37,45990.49
3959,2015-08-21,58.97,47.69,6.94,6.36,Mantenimiento_Programado,32.4,95394.99,77157.64
3960,2005-01-10,47.78,26.58,5.62,3.54,Falla_Menor,44.0,105134.91,58473.59
3961,2004-07-02,65.05,25.78,7.65,3.44,Falla_Menor,19.6,63893.34,25322.55
3962,2009-09-22,65.34,48.5,7.69,6.47,Falla_Menor,69.5,227017.19,168481.88
3963,2008-11-15,30.76,29.24,3.62,3.9,Mantenimiento_Programado,9.2,14091.92,13392.07
3964,2007-04-19,42.32,40.9,4.98,5.45,Degradación_Equipos,36.1,76356.69,73797.09
3965,2006-01-02,40.7,46.59,4.79,6.21,Mantenimiento_Programado,32.2,65634.91,75119.92
3966,2019-10-15,56.47,54.48,6.64,7.26,Degradación_Equipos,66.9,188997.61,182350.19
3967,2019-01-23,61.15,48.17,7.19,6.42,Restricciones_Combustible,45.9,140265.25,110488.13
3968,2002-04-30,37.99,26.09,4.47,3.48,Mantenimiento_Programado,7.5,14208.58,9758.3
3969,2017-07-05,58.41,27.98,6.87,3.73,Mantenimiento_Programado,32.2,94002.39,45022.18
3970,2007-01-26,33.56,59.45,3.95,7.93,Condiciones_Ambientales,17.0,28450.17,50402.27
3971,2014-12-04,45.91,54.72,5.4,7.3,Condiciones_Ambientales,44.2,101398.97,120865.55
3972,2001-06-14,35.94,23.35,4.23,3.11,Restricciones_Combustible,15.8,28339.22,18408.55
3973,2011-03-27,33.0,34.02,3.88,4.54,Condiciones_Ambientales,17.3,28508.37,29388.01
3974,2009-08-13,66.81,24.98,7.86,3.33,Degradación_Equipos,48.9,163464.31,61124.97
3975,2009-11-04,57.84,58.33,6.8,7.78,Mantenimiento_Programado,71.3,206126.81,207874.19
