ID_Registro,Fecha,Autodescarga_Porcentaje,Capacidad_MWh,Perdida_MWh,Temperatura_Ambiente_C,Configuracion_BESS,Estado_Sistema
17432,2007-10-04,0.0158,300,4.808,3.9,BESS_300MWh,Operativo
17433,2007-10-05,0.0123,300,3.711,18.0,BESS_300MWh,Operativo
17434,2007-10-06,0.0177,300,5.359,12.6,BESS_300MWh,Operativo
17435,2007-10-07,0.0234,300,7.045,16.8,BESS_300MWh,Operativo
17436,2007-10-08,0.0161,300,4.892,9.8,BESS_300MWh,Operativo
17437,2007-10-09,0.0195,300,5.88,14.7,BESS_300MWh,Operativo
17438,2007-10-10,0.0302,300,8.962,30.3,BESS_300MWh,Operativo
17439,2007-10-11,0.029,300,8.678,20.8,BESS_300MWh,Operativo
17440,2007-10-12,0.0278,300,8.476,4.7,BESS_300MWh,Operativo
17441,2007-10-13,0.0243,300,7.285,22.6,BESS_300MWh,Operativo
17442,2007-10-14,0.0225,300,6.722,23.2,BESS_300MWh,Operativo
17443,2007-10-15,0.023,300,6.947,12.4,BESS_300MWh,Operativo
17444,2007-10-16,0.0213,300,6.428,14.1,BESS_300MWh,Operativo
17445,2007-10-17,0.0118,300,3.513,26.3,BESS_300MWh,Operativo
17446,2007-10-18,0.0117,300,3.566,5.6,BESS_300MWh,Operativo
17447,2007-10-19,0.0223,300,6.774,8.8,BESS_300MWh,Operativo
17448,2007-10-20,0.02,300,5.994,21.0,BESS_300MWh,Operativo
17449,2007-10-21,0.0245,300,7.28,29.8,BESS_300MWh,Operativo
17450,2007-10-22,0.029,300,8.692,21.7,BESS_300MWh,Operativo
17451,2007-10-23,0.0172,300,5.183,14.0,BESS_300MWh,Operativo
17452,2007-10-24,0.0189,300,5.764,4.9,BESS_300MWh,Operativo
17453,2007-10-25,0.0138,300,4.117,23.5,BESS_300MWh,Operativo
17454,2007-10-26,0.0196,300,5.855,22.0,BESS_300MWh,Operativo
17455,2007-10-27,0.011,300,3.327,14.4,BESS_300MWh,Operativo
17456,2007-10-28,0.0189,300,5.757,7.1,BESS_300MWh,Operativo
17457,2007-10-29,0.0161,300,4.795,27.5,BESS_300MWh,Operativo
17458,2007-10-30,0.0225,300,6.771,18.9,BESS_300MWh,Operativo
17459,2007-10-31,0.0163,300,4.935,12.1,BESS_300MWh,Operativo
17460,2007-11-01,0.0268,300,8.234,-3.7,BESS_300MWh,Operativo
17461,2007-11-02,0.019,300,5.686,21.3,BESS_300MWh,Operativo
17462,2007-11-03,0.0238,300,7.232,8.7,BESS_300MWh,Operativo
17463,2007-11-04,0.0159,300,4.802,13.2,BESS_300MWh,Operativo
17464,2007-11-05,0.0177,300,5.369,6.4,BESS_300MWh,Operativo
17465,2007-11-06,0.0138,300,4.103,32.6,BESS_300MWh,Operativo
17466,2007-11-07,0.0225,300,6.714,26.3,BESS_300MWh,Operativo
17467,2007-11-08,0.0202,300,6.02,25.0,BESS_300MWh,Operativo
17468,2007-11-09,0.0198,300,5.783,47.1,BESS_300MWh,Operativo
17469,2007-11-10,0.0105,300,3.169,12.1,BESS_300MWh,Operativo
17470,2007-11-11,0.0209,300,6.28,20.8,BESS_300MWh,Operativo
17471,2007-11-12,0.0199,300,5.978,17.3,BESS_300MWh,Operativo
17472,2007-11-13,0.0294,300,8.718,30.9,BESS_300MWh,Operativo
17473,2007-11-14,0.0192,300,5.75,23.1,BESS_300MWh,Operativo
17474,2007-11-15,0.0149,300,4.454,24.2,BESS_300MWh,Operativo
17475,2007-11-16,0.0299,300,8.977,19.8,BESS_300MWh,Operativo
17476,2007-11-17,0.0241,300,7.347,2.8,BESS_300MWh,Operativo
17477,2007-11-18,0.0102,300,3.024,28.8,BESS_300MWh,Operativo
17478,2007-11-19,0.0215,300,6.567,1.0,BESS_300MWh,Operativo
17479,2007-11-20,0.0253,300,7.581,22.6,BESS_300MWh,Operativo
17480,2007-11-21,0.023,300,6.911,20.2,BESS_300MWh,Operativo
17481,2007-11-22,0.0226,300,6.892,4.6,BESS_300MWh,Operativo
17482,2007-11-23,0.0194,300,5.955,-3.6,BESS_300MWh,Operativo
17483,2007-11-24,0.029,300,8.76,13.8,BESS_300MWh,Operativo
17484,2007-11-25,0.0232,300,6.959,21.1,BESS_300MWh,Operativo
17485,2007-11-26,0.0133,300,4.019,11.6,BESS_300MWh,Operativo
17486,2007-11-27,0.0131,300,3.934,18.3,BESS_300MWh,Operativo
17487,2007-11-28,0.025,300,7.534,15.3,BESS_300MWh,Operativo
17488,2007-11-29,0.0244,300,7.342,18.6,BESS_300MWh,Operativo
17489,2007-11-30,0.0102,300,3.038,22.6,BESS_300MWh,Operativo
17490,2007-12-01,0.0275,300,8.129,33.5,BESS_300MWh,Operativo
17491,2007-12-02,0.0157,300,4.678,25.5,BESS_300MWh,Operativo
17492,2007-12-03,0.0241,300,7.202,22.7,BESS_300MWh,Operativo
17493,2007-12-04,0.0222,300,6.67,20.7,BESS_300MWh,Operativo
17494,2007-12-05,0.0154,300,4.581,26.8,BESS_300MWh,Operativo
17495,2007-12-06,0.0123,300,3.729,9.7,BESS_300MWh,Operativo
17496,2007-12-07,0.0291,300,8.749,16.9,BESS_300MWh,Operativo
17497,2007-12-08,0.0269,300,8.042,22.7,BESS_300MWh,Operativo
17498,2007-12-09,0.013,300,3.906,19.9,BESS_300MWh,Operativo
17499,2007-12-10,0.0132,300,3.974,18.7,BESS_300MWh,Operativo
17500,2007-12-11,0.0198,300,5.957,18.7,BESS_300MWh,Operativo
17501,2007-12-12,0.0252,300,7.639,9.7,BESS_300MWh,Operativo
17502,2007-12-13,0.0108,300,3.175,38.5,BESS_300MWh,Operativo
17503,2007-12-14,0.0167,300,5.061,10.9,BESS_300MWh,Operativo
17504,2007-12-15,0.0177,300,5.355,12.3,BESS_300MWh,Operativo
17505,2007-12-16,0.0236,300,7.131,12.4,BESS_300MWh,Operativo
17506,2007-12-17,0.0224,300,6.693,26.0,BESS_300MWh,Operativo
17507,2007-12-18,0.0166,300,4.937,26.1,BESS_300MWh,Operativo
17508,2007-12-19,0.0139,300,4.182,18.6,BESS_300MWh,Operativo
17509,2007-12-20,0.03,300,8.975,23.9,BESS_300MWh,Operativo
17510,2007-12-21,0.0256,300,7.553,35.7,BESS_300MWh,Operativo
17511,2007-12-22,0.0248,300,7.412,25.3,BESS_300MWh,Operativo
17512,2007-12-23,0.0287,300,8.625,18.0,BESS_300MWh,Operativo
17513,2007-12-24,0.0156,300,4.637,26.3,BESS_300MWh,Operativo
17514,2007-12-25,0.016,300,4.834,15.8,BESS_300MWh,Operativo
17515,2007-12-26,0.0284,300,8.505,22.4,BESS_300MWh,Operativo
17516,2007-12-27,0.0264,300,7.9,20.8,BESS_300MWh,Operativo
17517,2007-12-28,0.0268,300,8.048,20.0,BESS_300MWh,Operativo
17518,2007-12-29,0.018,300,5.438,11.8,BESS_300MWh,Operativo
17519,2007-12-30,0.0259,300,7.692,31.7,BESS_300MWh,Operativo
17520,2007-12-31,0.0236,300,7.153,8.2,BESS_300MWh,Operativo
17521,2008-01-01,0.0164,300,4.838,37.5,BESS_300MWh,Operativo
17522,2008-01-02,0.0229,300,6.828,25.8,BESS_300MWh,Operativo
17523,2008-01-03,0.0164,300,4.973,10.7,BESS_300MWh,Operativo
17524,2008-01-04,0.011,300,3.323,9.0,BESS_300MWh,Operativo
17525,2008-01-05,0.023,300,6.833,28.1,BESS_300MWh,Operativo
17526,2008-01-06,0.0279,300,8.323,25.1,BESS_300MWh,Operativo
17527,2008-01-07,0.0162,300,4.759,42.3,BESS_300MWh,Operativo
17528,2008-01-08,0.0276,300,8.298,17.2,BESS_300MWh,Operativo
17529,2008-01-09,0.0245,300,7.317,25.7,BESS_300MWh,Operativo
17530,2008-01-10,0.0167,300,4.91,41.0,BESS_300MWh,Operativo
17531,2008-01-11,0.0241,300,7.289,10.5,BESS_300MWh,Operativo
17532,2008-01-12,0.0261,300,7.836,18.9,BESS_300MWh,Operativo
17533,2008-01-13,0.0237,300,7.048,30.2,BESS_300MWh,Operativo
17534,2008-01-14,0.0245,300,7.359,19.8,BESS_300MWh,Operativo
17535,2008-01-15,0.0218,300,6.514,25.3,BESS_300MWh,Operativo
17536,2008-01-16,0.0219,300,6.539,23.9,BESS_300MWh,Operativo
17537,2008-01-17,0.0277,300,8.257,27.1,BESS_300MWh,Operativo
17538,2008-01-18,0.0193,300,5.689,38.8,BESS_300MWh,Operativo
17539,2008-01-19,0.0129,300,3.881,14.1,BESS_300MWh,Operativo
17540,2008-01-20,0.017,300,5.122,13.4,BESS_300MWh,Operativo
17541,2008-01-21,0.0192,300,5.772,15.7,BESS_300MWh,Operativo
17542,2008-01-22,0.0148,300,4.4,30.8,BESS_300MWh,Operativo
17543,2008-01-23,0.0294,300,8.932,7.7,BESS_300MWh,Operativo
17544,2008-01-24,0.0134,300,4.081,2.8,BESS_300MWh,Operativo
17545,2008-01-25,0.0154,300,4.578,28.5,BESS_300MWh,Operativo
17546,2008-01-26,0.0195,300,5.762,37.5,BESS_300MWh,Operativo
17547,2008-01-27,0.0225,300,6.72,26.0,BESS_300MWh,Operativo
17548,2008-01-28,0.0271,300,8.134,19.8,BESS_300MWh,Operativo
17549,2008-01-29,0.0252,300,7.561,19.4,BESS_300MWh,Operativo
17550,2008-01-30,0.0221,300,6.678,10.6,BESS_300MWh,Operativo
17551,2008-01-31,0.0118,300,3.53,23.7,BESS_300MWh,Operativo
17552,2008-02-01,0.0267,300,8.07,13.8,BESS_300MWh,Operativo
17553,2008-02-02,0.0187,300,5.608,20.1,BESS_300MWh,Operativo
17554,2008-02-03,0.0206,300,6.16,24.7,BESS_300MWh,Operativo
17555,2008-02-04,0.0255,300,7.688,15.5,BESS_300MWh,Operativo
17556,2008-02-05,0.0264,300,7.969,15.1,BESS_300MWh,Operativo
17557,2008-02-06,0.011,300,3.292,26.4,BESS_300MWh,Operativo
17558,2008-02-07,0.0221,300,6.742,5.0,BESS_300MWh,Operativo
17559,2008-02-08,0.0229,300,6.96,6.6,BESS_300MWh,Operativo
17560,2008-02-09,0.0262,300,7.902,14.9,BESS_300MWh,Operativo
17561,2008-02-10,0.0139,300,4.205,12.5,BESS_300MWh,Operativo
17562,2008-02-11,0.0179,300,5.51,-3.8,BESS_300MWh,Operativo
17563,2008-02-12,0.0212,300,6.263,36.9,BESS_300MWh,Operativo
17564,2008-02-13,0.0102,300,3.058,16.1,BESS_300MWh,Operativo
17565,2008-02-14,0.0193,300,5.821,15.5,BESS_300MWh,Operativo
17566,2008-02-15,0.0122,300,3.649,20.7,BESS_300MWh,Operativo
17567,2008-02-16,0.0176,300,5.258,26.1,BESS_300MWh,Operativo
17568,2008-02-17,0.0102,300,3.072,17.7,BESS_300MWh,Operativo
17569,2008-02-18,0.0269,300,7.902,39.7,BESS_300MWh,Operativo
17570,2008-02-19,0.0135,300,4.073,11.2,BESS_300MWh,Operativo
17571,2008-02-20,0.0258,300,7.79,13.7,BESS_300MWh,Operativo
17572,2008-02-21,0.026,300,7.793,19.8,BESS_300MWh,Operativo
17573,2008-02-22,0.0248,300,7.444,18.4,BESS_300MWh,Operativo
17574,2008-02-23,0.0105,300,3.107,35.7,BESS_300MWh,Operativo
17575,2008-02-24,0.0277,300,8.252,28.3,BESS_300MWh,Operativo
17576,2008-02-25,0.0144,300,4.296,22.9,BESS_300MWh,Operativo
17577,2008-02-26,0.0242,300,7.173,31.4,BESS_300MWh,Operativo
17578,2008-02-27,0.018,300,5.472,7.0,BESS_300MWh,Operativo
17579,2008-02-28,0.0289,300,8.807,5.7,BESS_300MWh,Operativo
17580,2008-02-29,0.0103,300,3.14,7.8,BESS_300MWh,Operativo
17581,2008-03-01,0.0169,300,5.123,12.5,BESS_300MWh,Operativo
17582,2008-03-02,0.0106,300,3.206,16.1,BESS_300MWh,Operativo
17583,2008-03-03,0.0102,300,3.094,5.3,BESS_300MWh,Operativo
17584,2008-03-04,0.0156,300,4.753,5.6,BESS_300MWh,Operativo
17585,2008-03-05,0.0192,300,5.785,17.8,BESS_300MWh,Operativo
17586,2008-03-06,0.0257,300,7.67,24.5,BESS_300MWh,Operativo
17587,2008-03-07,0.0108,300,3.244,18.0,BESS_300MWh,Operativo
17588,2008-03-08,0.0171,300,5.117,24.8,BESS_300MWh,Operativo
17589,2008-03-09,0.019,300,5.67,25.3,BESS_300MWh,Operativo
17590,2008-03-10,0.0109,300,3.288,17.1,BESS_300MWh,Operativo
17591,2008-03-11,0.0113,300,3.421,8.9,BESS_300MWh,Operativo
17592,2008-03-12,0.025,300,7.518,16.2,BESS_300MWh,Operativo
17593,2008-03-13,0.0146,300,4.41,10.2,BESS_300MWh,Operativo
17594,2008-03-14,0.0277,300,8.396,11.2,BESS_300MWh,Operativo
17595,2008-03-15,0.0264,300,7.939,19.3,BESS_300MWh,Operativo
17596,2008-03-16,0.0166,300,4.97,20.1,BESS_300MWh,Operativo
17597,2008-03-17,0.0192,300,5.863,3.6,BESS_300MWh,Operativo
17598,2008-03-18,0.0227,300,6.8,21.3,BESS_300MWh,Operativo
17599,2008-03-19,0.0135,300,4.146,-3.4,BESS_300MWh,Operativo
17600,2008-03-20,0.0169,300,5.109,14.9,BESS_300MWh,Operativo
17601,2008-03-21,0.0172,300,5.255,4.2,BESS_300MWh,Operativo
17602,2008-03-22,0.0149,300,4.486,16.7,BESS_300MWh,Operativo
17603,2008-03-23,0.0139,300,4.234,8.0,BESS_300MWh,Operativo
17604,2008-03-24,0.0106,300,3.155,28.1,BESS_300MWh,Operativo
17605,2008-03-25,0.0188,300,5.617,26.0,BESS_300MWh,Operativo
17606,2008-03-26,0.0226,300,6.786,19.9,BESS_300MWh,Operativo
17607,2008-03-27,0.0123,300,3.635,36.2,BESS_300MWh,Operativo
17608,2008-03-28,0.0265,300,7.966,16.8,BESS_300MWh,Operativo
17609,2008-03-29,0.0225,300,6.748,20.8,BESS_300MWh,Operativo
17610,2008-03-30,0.0178,300,5.284,29.5,BESS_300MWh,Operativo
17611,2008-03-31,0.0195,300,5.917,6.2,BESS_300MWh,Operativo
17612,2008-04-01,0.0184,300,5.48,25.3,BESS_300MWh,Operativo
17613,2008-04-02,0.0241,300,7.122,35.4,BESS_300MWh,Operativo
17614,2008-04-03,0.0183,300,5.556,8.8,BESS_300MWh,Operativo
17615,2008-04-04,0.0106,300,3.178,24.3,BESS_300MWh,Operativo
17616,2008-04-05,0.0223,300,6.667,25.2,BESS_300MWh,Operativo
17617,2008-04-06,0.02,300,5.97,22.9,BESS_300MWh,Operativo
17618,2008-04-07,0.0099,300,3.0,13.3,BESS_300MWh,Operativo
17619,2008-04-08,0.0173,300,5.108,37.8,BESS_300MWh,Operativo
17620,2008-04-09,0.0173,300,5.193,22.2,BESS_300MWh,Operativo
17621,2008-04-10,0.0221,300,6.629,21.5,BESS_300MWh,Operativo
17622,2008-04-11,0.0139,300,4.192,16.9,BESS_300MWh,Operativo
17623,2008-04-12,0.01,300,3.031,14.7,BESS_300MWh,Operativo
17624,2008-04-13,0.0191,300,5.708,21.8,BESS_300MWh,Operativo
17625,2008-04-14,0.0275,300,8.149,34.2,BESS_300MWh,Operativo
17626,2008-04-15,0.0275,300,8.343,7.6,BESS_300MWh,Operativo
17627,2008-04-16,0.0241,300,7.398,-3.7,BESS_300MWh,Operativo
17628,2008-04-17,0.0282,300,8.407,24.8,BESS_300MWh,Operativo
17629,2008-04-18,0.0152,300,4.512,31.9,BESS_300MWh,Operativo
17630,2008-04-19,0.0146,300,4.36,22.3,BESS_300MWh,Operativo
17631,2008-04-20,0.019,300,5.706,19.2,BESS_300MWh,Operativo
17632,2008-04-21,0.0205,300,6.069,34.4,BESS_300MWh,Operativo
17633,2008-04-22,0.0195,300,5.817,26.3,BESS_300MWh,Operativo
17634,2008-04-23,0.0258,300,7.751,19.4,BESS_300MWh,Operativo
17635,2008-04-24,0.023,300,6.922,15.6,BESS_300MWh,Operativo
17636,2008-04-25,0.0255,300,7.653,20.9,BESS_300MWh,Operativo
17637,2008-04-26,0.02,300,6.008,20.1,BESS_300MWh,Operativo
17638,2008-04-27,0.0236,300,7.073,21.5,BESS_300MWh,Operativo
17639,2008-04-28,0.0267,300,7.985,22.2,BESS_300MWh,Operativo
17640,2008-04-29,0.0292,300,8.87,6.7,BESS_300MWh,Operativo
17641,2008-04-30,0.015,300,4.511,15.8,BESS_300MWh,Operativo
17642,2008-05-01,0.0127,300,3.809,23.6,BESS_300MWh,Operativo
17643,2008-05-02,0.0269,300,8.01,26.9,BESS_300MWh,Operativo
17644,2008-05-03,0.0295,300,8.662,41.6,BESS_300MWh,Operativo
17645,2008-05-04,0.013,300,3.891,20.7,BESS_300MWh,Operativo
17646,2008-05-05,0.013,300,3.867,26.6,BESS_300MWh,Operativo
17647,2008-05-06,0.0187,300,5.62,17.0,BESS_300MWh,Operativo
17648,2008-05-07,0.0285,300,8.526,21.9,BESS_300MWh,Operativo
17649,2008-05-08,0.0144,300,4.398,2.7,BESS_300MWh,Operativo
17650,2008-05-09,0.0209,300,6.284,15.4,BESS_300MWh,Operativo
17651,2008-05-10,0.015,300,4.494,19.8,BESS_300MWh,Operativo
17652,2008-05-11,0.0194,300,5.826,18.1,BESS_300MWh,Operativo
17653,2008-05-12,0.0146,300,4.325,34.6,BESS_300MWh,Operativo
17654,2008-05-13,0.0285,300,8.612,14.5,BESS_300MWh,Operativo
17655,2008-05-14,0.0243,300,7.402,4.7,BESS_300MWh,Operativo
17656,2008-05-15,0.0118,300,3.58,5.0,BESS_300MWh,Operativo
17657,2008-05-16,0.0122,300,3.713,5.8,BESS_300MWh,Operativo
17658,2008-05-17,0.0227,300,6.784,23.9,BESS_300MWh,Operativo
17659,2008-05-18,0.0218,300,6.552,18.6,BESS_300MWh,Operativo
17660,2008-05-19,0.0138,300,4.101,30.9,BESS_300MWh,Operativo
17661,2008-05-20,0.0178,300,5.372,11.3,BESS_300MWh,Operativo
17662,2008-05-21,0.0111,300,3.331,15.7,BESS_300MWh,Operativo
17663,2008-05-22,0.0156,300,4.642,26.1,BESS_300MWh,Operativo
17664,2008-05-23,0.0159,300,4.767,18.1,BESS_300MWh,Operativo
17665,2008-05-24,0.0258,300,7.784,15.9,BESS_300MWh,Operativo
17666,2008-05-25,0.0209,300,6.18,36.4,BESS_300MWh,Operativo
17667,2008-05-26,0.0196,300,5.848,25.0,BESS_300MWh,Operativo
17668,2008-05-27,0.0196,300,5.71,50.4,BESS_300MWh,Operativo
17669,2008-05-28,0.0258,300,7.839,7.3,BESS_300MWh,Operativo
17670,2008-05-29,0.0217,300,6.397,35.5,BESS_300MWh,Operativo
17671,2008-05-30,0.0153,300,4.622,10.6,BESS_300MWh,Operativo
17672,2008-05-31,0.0129,300,3.834,29.7,BESS_300MWh,Operativo
17673,2008-06-01,0.0128,300,3.892,3.9,BESS_300MWh,Operativo
17674,2008-06-02,0.0298,300,8.87,27.7,BESS_300MWh,Operativo
17675,2008-06-03,0.0164,300,4.886,24.9,BESS_300MWh,Operativo
17676,2008-06-04,0.0247,300,7.384,22.3,BESS_300MWh,Operativo
17677,2008-06-05,0.0281,300,8.5,12.4,BESS_300MWh,Operativo
17678,2008-06-06,0.0233,300,7.063,7.8,BESS_300MWh,Operativo
17679,2008-06-07,0.0199,300,5.935,25.7,BESS_300MWh,Operativo
17680,2008-06-08,0.0167,300,5.055,12.8,BESS_300MWh,Operativo
17681,2008-06-09,0.0277,300,8.394,11.4,BESS_300MWh,Operativo
17682,2008-06-10,0.02,300,5.92,32.2,BESS_300MWh,Operativo
17683,2008-06-11,0.0292,300,8.638,34.9,BESS_300MWh,Operativo
17684,2008-06-12,0.0293,300,8.745,25.0,BESS_300MWh,Operativo
17685,2008-06-13,0.0256,300,7.658,22.2,BESS_300MWh,Operativo
17686,2008-06-14,0.0169,300,5.168,2.2,BESS_300MWh,Operativo
17687,2008-06-15,0.0223,300,6.692,21.7,BESS_300MWh,Operativo
17688,2008-06-16,0.0101,300,3.031,23.1,BESS_300MWh,Operativo
17689,2008-06-17,0.0288,300,8.685,14.9,BESS_300MWh,Operativo
17690,2008-06-18,0.0112,300,3.401,9.1,BESS_300MWh,Operativo
17691,2008-06-19,0.0135,300,4.046,21.3,BESS_300MWh,Operativo
17692,2008-06-20,0.0148,300,4.403,26.2,BESS_300MWh,Operativo
17693,2008-06-21,0.0136,300,4.124,8.6,BESS_300MWh,Operativo
17694,2008-06-22,0.0113,300,3.447,3.6,BESS_300MWh,Operativo
17695,2008-06-23,0.0184,300,5.475,26.6,BESS_300MWh,Operativo
17696,2008-06-24,0.0139,300,4.147,26.7,BESS_300MWh,Operativo
17697,2008-06-25,0.0254,300,7.55,29.5,BESS_300MWh,Operativo
17698,2008-06-26,0.0239,300,7.231,10.4,BESS_300MWh,Operativo
17699,2008-06-27,0.027,300,8.039,26.9,BESS_300MWh,Operativo
17700,2008-06-28,0.0206,300,6.268,6.0,BESS_300MWh,Operativo
17701,2008-06-29,0.0267,300,8.003,19.7,BESS_300MWh,Operativo
17702,2008-06-30,0.0168,300,5.096,10.5,BESS_300MWh,Operativo
17703,2008-07-01,0.0114,300,3.439,18.0,BESS_300MWh,Operativo
17704,2008-07-02,0.0116,300,3.409,36.6,BESS_300MWh,Operativo
17705,2008-07-03,0.0102,300,3.048,19.3,BESS_300MWh,Operativo
17706,2008-07-04,0.028,300,8.437,17.0,BESS_300MWh,Operativo
17707,2008-07-05,0.0151,300,4.518,22.3,BESS_300MWh,Operativo
17708,2008-07-06,0.0193,300,5.839,9.6,BESS_300MWh,Operativo
17709,2008-07-07,0.0238,300,7.25,6.8,BESS_300MWh,Operativo
17710,2008-07-08,0.0248,300,7.496,13.5,BESS_300MWh,Operativo
17711,2008-07-09,0.0198,300,5.962,17.5,BESS_300MWh,Operativo
17712,2008-07-10,0.0164,300,4.972,11.5,BESS_300MWh,Operativo
17713,2008-07-11,0.0109,300,3.287,18.5,BESS_300MWh,Operativo
17714,2008-07-12,0.0237,300,7.248,2.4,BESS_300MWh,Operativo
17715,2008-07-13,0.0149,300,4.465,24.0,BESS_300MWh,Operativo
17716,2008-07-14,0.0152,300,4.551,23.5,BESS_300MWh,Operativo
17717,2008-07-15,0.0181,300,5.42,21.0,BESS_300MWh,Operativo
17718,2008-07-16,0.0186,300,5.547,24.1,BESS_300MWh,Operativo
17719,2008-07-17,0.0235,300,6.996,26.5,BESS_300MWh,Operativo
17720,2008-07-18,0.0208,300,6.209,25.6,BESS_300MWh,Operativo
17721,2008-07-19,0.0158,300,4.768,11.3,BESS_300MWh,Operativo
17722,2008-07-20,0.0149,300,4.432,25.7,BESS_300MWh,Operativo
17723,2008-07-21,0.0259,300,7.742,24.1,BESS_300MWh,Operativo
17724,2008-07-22,0.0137,300,4.031,38.7,BESS_300MWh,Operativo
17725,2008-07-23,0.0269,300,8.054,22.1,BESS_300MWh,Operativo
17726,2008-07-24,0.0248,300,7.494,14.3,BESS_300MWh,Operativo
17727,2008-07-25,0.0158,300,4.741,18.3,BESS_300MWh,Operativo
17728,2008-07-26,0.0269,300,8.032,26.2,BESS_300MWh,Operativo
17729,2008-07-27,0.0165,300,4.913,25.7,BESS_300MWh,Operativo
17730,2008-07-28,0.0193,300,5.692,37.3,BESS_300MWh,Operativo
17731,2008-07-29,0.0297,300,8.95,16.5,BESS_300MWh,Operativo
17732,2008-07-30,0.0296,300,8.856,22.8,BESS_300MWh,Operativo
17733,2008-07-31,0.0192,300,5.815,11.4,BESS_300MWh,Operativo
17734,2008-08-01,0.0298,300,8.925,23.1,BESS_300MWh,Operativo
17735,2008-08-02,0.0192,300,5.858,1.4,BESS_300MWh,Operativo
17736,2008-08-03,0.0177,300,5.32,16.3,BESS_300MWh,Operativo
17737,2008-08-04,0.0252,300,7.589,17.4,BESS_300MWh,Operativo
17738,2008-08-05,0.0168,300,5.057,15.1,BESS_300MWh,Operativo
17739,2008-08-06,0.0149,300,4.507,14.6,BESS_300MWh,Operativo
17740,2008-08-07,0.0281,300,8.375,26.1,BESS_300MWh,Operativo
17741,2008-08-08,0.0179,300,5.365,21.7,BESS_300MWh,Operativo
17742,2008-08-09,0.0205,300,6.185,12.5,BESS_300MWh,Operativo
17743,2008-08-10,0.0193,300,5.747,25.6,BESS_300MWh,Operativo
17744,2008-08-11,0.0202,300,6.113,13.2,BESS_300MWh,Operativo
17745,2008-08-12,0.0264,300,7.927,18.7,BESS_300MWh,Operativo
17746,2008-08-13,0.0256,300,7.534,40.5,BESS_300MWh,Operativo
17747,2008-08-14,0.0223,300,6.583,34.3,BESS_300MWh,Operativo
17748,2008-08-15,0.0167,300,5.019,16.0,BESS_300MWh,Operativo
17749,2008-08-16,0.0104,300,3.153,13.3,BESS_300MWh,Operativo
17750,2008-08-17,0.0224,300,6.657,29.7,BESS_300MWh,Operativo
17751,2008-08-18,0.028,300,8.359,24.8,BESS_300MWh,Operativo
17752,2008-08-19,0.0136,300,4.08,17.0,BESS_300MWh,Operativo
17753,2008-08-20,0.0152,300,4.496,33.8,BESS_300MWh,Operativo
17754,2008-08-21,0.0283,300,8.292,44.6,BESS_300MWh,Operativo
17755,2008-08-22,0.0148,300,4.424,20.9,BESS_300MWh,Operativo
17756,2008-08-23,0.0227,300,6.774,25.1,BESS_300MWh,Operativo
17757,2008-08-24,0.0102,300,3.082,14.0,BESS_300MWh,Operativo
17758,2008-08-25,0.0195,300,5.841,19.8,BESS_300MWh,Operativo
17759,2008-08-26,0.0118,300,3.542,23.2,BESS_300MWh,Operativo
17760,2008-08-27,0.0263,300,7.747,37.9,BESS_300MWh,Operativo
17761,2008-08-28,0.0137,300,4.041,39.8,BESS_300MWh,Operativo
17762,2008-08-29,0.0165,300,4.94,20.1,BESS_300MWh,Operativo
17763,2008-08-30,0.0103,300,3.142,-1.4,BESS_300MWh,Operativo
17764,2008-08-31,0.0125,300,3.819,4.3,BESS_300MWh,Operativo
17765,2008-09-01,0.0261,300,7.877,14.8,BESS_300MWh,Operativo
17766,2008-09-02,0.0251,300,7.366,41.2,BESS_300MWh,Operativo
17767,2008-09-03,0.0294,300,8.808,22.8,BESS_300MWh,Operativo
17768,2008-09-04,0.0142,300,4.247,24.9,BESS_300MWh,Operativo
17769,2008-09-05,0.0262,300,7.836,24.8,BESS_300MWh,Operativo
17770,2008-09-06,0.0103,300,3.113,11.8,BESS_300MWh,Operativo
17771,2008-09-07,0.02,300,6.061,7.5,BESS_300MWh,Operativo
17772,2008-09-08,0.0116,300,3.488,17.4,BESS_300MWh,Operativo
17773,2008-09-09,0.0171,300,5.127,19.7,BESS_300MWh,Operativo
17774,2008-09-10,0.0195,300,5.942,5.9,BESS_300MWh,Operativo
17775,2008-09-11,0.0198,300,5.94,18.5,BESS_300MWh,Operativo
17776,2008-09-12,0.0118,300,3.527,24.9,BESS_300MWh,Operativo
17777,2008-09-13,0.0117,300,3.487,22.3,BESS_300MWh,Operativo
17778,2008-09-14,0.0143,300,4.242,31.3,BESS_300MWh,Operativo
17779,2008-09-15,0.0269,300,8.127,14.1,BESS_300MWh,Operativo
17780,2008-09-16,0.0206,300,6.098,33.0,BESS_300MWh,Operativo
17781,2008-09-17,0.0229,300,6.822,26.7,BESS_300MWh,Operativo
17782,2008-09-18,0.0218,300,6.63,7.7,BESS_300MWh,Operativo
17783,2008-09-19,0.0173,300,5.267,4.3,BESS_300MWh,Operativo
17784,2008-09-20,0.0215,300,6.402,27.9,BESS_300MWh,Operativo
17785,2008-09-21,0.0215,300,6.473,18.0,BESS_300MWh,Operativo
17786,2008-09-22,0.016,300,4.83,15.9,BESS_300MWh,Operativo
17787,2008-09-23,0.0294,300,8.797,22.1,BESS_300MWh,Operativo
17788,2008-09-24,0.0272,300,8.251,9.0,BESS_300MWh,Operativo
