ID_Registro,Fecha,Costo_Falla_USD,Equipo_Afectado,Severidad,Duracion_Horas,MWh_No_Suministrado,Multa_Incumplimiento_USD,Costo_Total_USD
4113,2015-07-08,16536.96,CC2,Crítica,6.9,124.01,11160.47,27697.43
4114,2002-09-23,8963.73,CC2,Mayor,10.7,197.95,17815.07,26778.81
4115,2008-05-02,5005.87,BESS,Moderada,36.4,186.84,16815.94,21821.81
4116,2012-12-08,6177.07,TV,Menor,23.3,48.05,4324.59,10501.67
4117,2014-11-30,5344.86,TV,Menor,36.0,194.55,17509.74,22854.6
4118,2010-06-24,7806.61,Sistema_Auxiliar,Menor,2.5,72.67,6539.92,14346.53
4119,2005-08-02,7983.28,Sistema_Auxiliar,Moderada,2.0,85.19,7667.46,15650.74
4120,2014-05-10,5433.39,CC2,Moderada,12.4,28.96,2606.03,8039.43
4121,2006-01-21,2655.78,CC2,Menor,34.0,101.47,9132.06,11787.85
4122,2006-06-15,4227.33,BESS,Menor,14.8,18.43,1658.86,5886.2
4123,2005-07-07,9285.97,TV,Moderada,31.9,99.71,8973.63,18259.6
4124,2008-03-09,12158.31,CC1,Mayor,38.1,100.29,9025.73,21184.04
4125,2017-02-23,8468.85,CC2,Mayor,35.5,159.14,14322.78,22791.63
4126,2008-08-16,6381.71,CC1,Menor,11.6,17.83,1604.67,7986.38
4127,2015-07-03,15970.33,CC2,Crítica,27.0,177.33,15959.55,31929.88
4128,2012-01-15,8769.36,BESS,Moderada,17.1,50.57,4551.1,13320.46
4129,2012-11-03,5438.1,CC1,Moderada,31.8,46.91,4221.56,9659.65
4130,2001-03-05,6297.34,CC1,Mayor,17.2,68.72,6184.83,12482.16
4131,2004-04-02,7213.45,TV,Menor,43.9,91.41,8226.89,15440.34
4132,2008-03-11,6897.65,CC2,Crítica,23.0,20.58,1852.59,8750.24
4133,2012-04-28,7210.92,Sistema_Auxiliar,Menor,21.3,144.72,13025.23,20236.15
4134,2015-05-08,11042.17,CC2,Mayor,33.3,70.62,6356.01,17398.18
4135,2003-11-09,11191.3,CC1,Mayor,10.0,81.82,7363.62,18554.91
4136,2007-03-23,14477.9,TV,Crítica,21.5,49.5,4455.23,18933.13
4137,2007-02-05,7505.63,Sistema_Auxiliar,Mayor,9.3,37.57,3381.36,10886.99
4138,2003-06-03,4804.42,BESS,Moderada,46.0,144.0,12960.32,17764.74
4139,2005-11-25,4452.22,CC2,Moderada,9.9,199.44,17949.71,22401.94
4140,2017-02-28,4667.43,CC1,Mayor,29.7,199.97,17996.96,22664.39
4141,2001-10-28,7802.41,Sistema_Auxiliar,Mayor,24.9,21.08,1897.5,9699.91
4142,2001-07-06,4053.58,TV,Menor,18.9,64.47,5801.96,9855.53
4143,2007-06-02,2578.75,Sistema_Auxiliar,Menor,20.3,61.17,5505.34,8084.09
4144,2007-12-28,6417.87,BESS,Menor,1.4,24.88,2239.35,8657.22
4145,2019-11-04,9810.36,TV,Mayor,43.4,14.05,1264.61,11074.97
4146,2007-11-28,5896.51,Sistema_Auxiliar,Menor,7.2,16.7,1502.68,7399.19
4147,2016-07-23,17740.96,BESS,Crítica,5.8,152.72,13744.95,31485.91
4148,2009-07-01,3901.83,BESS,Mayor,22.2,156.13,14051.56,17953.39
4149,2000-10-07,9514.06,BESS,Mayor,43.9,116.37,10473.16,19987.22
4150,2002-06-25,5803.56,TV,Menor,36.1,163.54,14718.61,20522.16
4151,2009-09-25,3011.94,TV,Moderada,12.7,98.28,8845.45,11857.38
4152,2019-06-28,6612.85,CC1,Mayor,10.9,116.17,10455.49,17068.35
4153,2018-08-26,9439.08,Sistema_Auxiliar,Mayor,31.0,128.72,11584.8,21023.88
4154,2004-03-12,7441.97,TV,Moderada,1.9,112.56,10129.97,17571.94
4155,2017-06-03,7082.63,TV,Mayor,6.4,61.98,5578.07,12660.7
4156,2009-11-04,12869.02,CC1,Crítica,29.9,122.79,11050.81,23919.84
4157,2005-06-23,4932.1,TV,Menor,8.6,86.0,7739.91,12672.01
4158,2018-06-09,4236.79,BESS,Menor,29.5,147.79,13300.79,17537.58
4159,2000-07-27,4612.15,CC2,Moderada,38.6,77.26,6953.29,11565.44
4160,2004-03-09,6761.41,Sistema_Auxiliar,Menor,26.5,26.5,2384.9,9146.31
4161,2000-12-05,17651.49,CC1,Crítica,25.5,108.61,9774.45,27425.94
4162,2017-01-14,13406.2,TV,Crítica,29.0,172.85,15556.68,28962.88
4163,2017-08-28,9778.12,CC1,Crítica,22.0,25.47,2292.64,12070.76
4164,2006-12-17,12946.06,CC1,Mayor,33.7,169.83,15284.33,28230.38
4165,2007-02-11,6988.24,CC1,Moderada,21.2,27.36,2462.29,9450.52
4166,2004-01-27,7657.72,TV,Moderada,3.6,191.02,17191.97,24849.69
4167,2018-05-29,7278.63,CC2,Crítica,35.6,99.74,8976.7,16255.33
4168,2009-05-24,4871.3,TV,Mayor,4.5,113.52,10217.02,15088.33
4169,2002-01-28,7296.86,Sistema_Auxiliar,Menor,12.7,178.8,16092.09,23388.94
4170,2014-10-25,4182.87,CC2,Moderada,44.8,157.25,14152.34,18335.21
4171,2012-10-14,9208.98,TV,Crítica,8.7,137.07,12336.49,21545.47
4172,2003-10-09,5718.61,CC1,Mayor,8.9,46.87,4217.91,9936.52
4173,2017-03-04,9732.51,CC2,Moderada,45.4,26.3,2367.23,12099.74
4174,2008-01-07,11300.58,TV,Crítica,12.0,83.46,7511.41,18811.99
4175,2003-08-24,6665.73,CC1,Menor,44.6,43.23,3890.37,10556.09
4176,2003-04-16,10502.11,CC2,Crítica,10.3,105.83,9524.25,20026.36
4177,2011-02-04,9651.57,CC1,Moderada,2.6,183.93,16553.8,26205.37
4178,2000-04-04,9361.96,Sistema_Auxiliar,Moderada,47.4,122.63,11037.09,20399.05
4179,2006-06-22,4330.07,Sistema_Auxiliar,Moderada,3.4,101.26,9113.84,13443.91
4180,2004-05-18,12461.56,TV,Mayor,8.7,57.87,5207.92,17669.49
4181,2007-04-01,4923.11,CC2,Menor,3.2,20.08,1807.5,6730.61
4182,2012-05-04,5867.4,CC2,Moderada,30.1,106.06,9545.66,15413.06
4183,2004-01-16,13406.08,Sistema_Auxiliar,Crítica,28.4,101.94,9174.82,22580.9
4184,2005-06-06,4926.41,CC2,Mayor,15.9,121.04,10893.86,15820.27
4185,2003-07-17,4708.73,BESS,Menor,24.0,93.05,8374.17,13082.89
4186,2019-03-18,7083.14,CC1,Mayor,6.5,27.6,2484.08,9567.22
4187,2004-06-20,10724.35,CC1,Mayor,29.0,29.29,2635.66,13360.01
4188,2008-11-06,7918.04,BESS,Moderada,15.6,121.75,10957.88,18875.91
4189,2003-12-21,5826.28,BESS,Menor,47.0,21.14,1902.76,7729.03
4190,2004-06-03,6834.37,Sistema_Auxiliar,Menor,37.2,93.64,8427.15,15261.53
4191,2003-06-14,4952.03,TV,Menor,29.1,81.81,7363.16,12315.19
4192,2003-01-19,8319.73,TV,Crítica,11.4,112.84,10155.41,18475.14
4193,2002-10-09,5709.31,Sistema_Auxiliar,Menor,16.2,153.9,13850.78,19560.1
4194,2009-11-25,7481.53,TV,Moderada,4.2,145.57,13101.31,20582.85
4195,2018-08-05,3903.75,Sistema_Auxiliar,Menor,3.1,145.63,13106.79,17010.54
4196,2009-03-25,14518.57,Sistema_Auxiliar,Crítica,16.3,29.96,2695.98,17214.55
4197,2008-03-07,8143.91,CC1,Mayor,37.6,132.1,11889.33,20033.24
4198,2017-09-30,5386.16,CC1,Moderada,42.4,118.02,10621.83,16007.99
4199,2018-06-06,10924.71,CC1,Crítica,24.3,184.01,16561.31,27486.02
4200,2014-11-28,6750.12,TV,Crítica,39.5,162.58,14632.09,21382.21
4201,2006-03-20,7110.67,TV,Crítica,29.7,196.37,17673.12,24783.8
4202,2010-09-16,4366.46,TV,Moderada,24.9,117.16,10544.81,14911.27
4203,2018-11-07,6061.3,CC2,Crítica,47.7,76.16,6854.65,12915.95
4204,2001-08-03,5104.08,CC1,Mayor,9.7,46.5,4184.86,9288.95
4205,2016-04-05,10843.76,BESS,Crítica,43.8,95.1,8559.1,19402.85
4206,2000-06-27,4775.82,TV,Mayor,28.7,18.91,1702.1,6477.92
4207,2010-12-24,2571.64,BESS,Menor,7.5,44.75,4027.15,6598.79
4208,2001-12-27,10298.73,CC2,Mayor,38.5,79.25,7132.26,17430.99
4209,2008-08-20,4663.05,Sistema_Auxiliar,Menor,2.4,129.25,11632.67,16295.73
4210,2015-09-29,9040.44,Sistema_Auxiliar,Moderada,30.6,74.97,6747.01,15787.45
4211,2009-05-01,14156.01,CC2,Crítica,4.8,132.19,11896.9,26052.91
4212,2017-05-13,7965.43,CC2,Mayor,18.8,173.3,15597.12,23562.55
4213,2009-11-06,14519.25,Sistema_Auxiliar,Crítica,24.7,85.83,7724.64,22243.89
4214,2001-04-25,9968.13,CC2,Moderada,1.6,180.19,16217.2,26185.33
4215,2008-03-04,12732.84,CC2,Mayor,1.3,16.48,1483.62,14216.46
4216,2016-07-19,7827.19,BESS,Menor,11.2,179.61,16165.28,23992.47
4217,2017-06-03,3103.59,CC2,Menor,38.8,174.56,15710.76,18814.35
4218,2011-03-05,9760.81,BESS,Moderada,12.2,102.75,9247.28,19008.1
4219,2000-09-15,8301.7,CC2,Mayor,40.5,188.91,17001.89,25303.59
4220,2007-09-16,7400.08,Sistema_Auxiliar,Moderada,12.1,157.85,14206.87,21606.95
4221,2016-02-28,2622.48,BESS,Menor,46.4,97.8,8801.86,11424.34
4222,2013-11-30,10037.31,BESS,Mayor,30.6,42.59,3833.01,13870.33
4223,2001-09-20,4440.67,Sistema_Auxiliar,Menor,5.6,139.15,12523.84,16964.5
4224,2013-02-12,11137.99,Sistema_Auxiliar,Mayor,32.3,187.52,16876.62,28014.61
4225,2019-08-20,3077.82,BESS,Moderada,31.4,65.67,5909.95,8987.77
4226,2010-10-27,3293.55,Sistema_Auxiliar,Moderada,21.0,168.47,15162.16,18455.71
4227,2019-08-12,9235.9,BESS,Mayor,15.5,143.13,12881.96,22117.86
4228,2004-12-29,4418.31,Sistema_Auxiliar,Moderada,20.3,179.93,16193.7,20612.01
4229,2015-02-06,12093.4,CC2,Crítica,32.1,160.53,14447.57,26540.97
4230,2011-02-27,3463.1,Sistema_Auxiliar,Menor,46.0,64.75,5827.79,9290.89
4231,2014-02-16,7401.95,CC1,Mayor,23.1,116.46,10481.19,17883.14
4232,2019-09-23,15919.15,TV,Crítica,43.1,90.56,8150.5,24069.66
4233,2006-02-17,11537.86,BESS,Mayor,6.5,133.83,12045.12,23582.97
4234,2002-03-18,4254.39,CC1,Menor,43.1,96.17,8655.48,12909.87
4235,2001-04-04,6637.12,CC1,Moderada,14.8,99.6,8963.8,15600.93
4236,2011-03-31,8832.01,CC2,Moderada,41.3,107.76,9698.39,18530.4
4237,2009-08-09,2746.1,CC1,Menor,44.2,89.51,8056.0,10802.1
4238,2018-01-03,6376.21,TV,Moderada,45.1,11.96,1076.19,7452.4
4239,2004-06-21,12333.4,CC2,Mayor,5.4,67.55,6079.5,18412.91
4240,2014-04-23,4296.06,Sistema_Auxiliar,Moderada,27.6,80.63,7257.12,11553.18
4241,2016-04-10,7231.88,CC2,Crítica,18.0,170.37,15333.1,22564.97
4242,2005-04-29,7746.25,CC1,Crítica,39.0,36.14,3252.35,10998.6
4243,2016-12-07,7314.77,CC2,Moderada,9.3,198.13,17831.95,25146.72
4244,2010-09-20,14011.37,CC2,Crítica,31.5,176.52,15887.21,29898.58
4245,2013-04-28,4887.14,Sistema_Auxiliar,Menor,24.5,142.51,12825.98,17713.12
4246,2013-01-24,7643.14,CC1,Menor,29.5,62.45,5620.83,13263.97
4247,2012-12-27,8309.29,CC1,Mayor,47.2,111.16,10003.96,18313.25
4248,2015-11-24,7943.98,CC1,Mayor,10.2,69.66,6269.76,14213.74
4249,2006-12-12,7164.48,CC2,Menor,41.0,61.67,5550.47,12714.94
4250,2012-04-27,6477.57,BESS,Mayor,30.7,91.89,8270.36,14747.93
4251,2004-10-27,5282.88,CC2,Moderada,22.9,191.69,17251.65,22534.53
4252,2005-04-14,13743.28,CC1,Crítica,35.0,129.98,11698.62,25441.9
4253,2005-07-02,5273.33,CC1,Menor,12.5,181.94,16374.53,21647.86
4254,2015-04-12,3992.12,CC2,Mayor,2.2,97.07,8736.59,12728.71
4255,2014-11-14,12716.29,Sistema_Auxiliar,Mayor,29.7,84.52,7606.7,20322.99
4256,2013-04-04,11644.34,BESS,Mayor,9.3,110.95,9985.31,21629.65
4257,2011-03-23,11524.86,BESS,Mayor,22.1,56.07,5045.87,16570.73
4258,2016-01-10,6483.17,BESS,Mayor,47.7,83.43,7508.48,13991.65
4259,2012-06-13,9183.25,CC2,Crítica,44.3,152.28,13704.94,22888.18
4260,2009-06-28,6320.87,BESS,Menor,34.3,48.12,4331.12,10651.99
4261,2018-02-01,2831.23,TV,Menor,12.0,75.39,6785.2,9616.42
4262,2006-11-29,7606.64,CC1,Mayor,9.6,140.42,12637.65,20244.29
4263,2018-12-10,7674.49,CC2,Mayor,37.6,137.39,12365.43,20039.92
4264,2002-02-27,3549.09,CC2,Menor,26.3,129.66,11669.6,15218.69
4265,2016-04-04,6128.61,CC1,Menor,2.9,72.82,6554.06,12682.67
4266,2000-11-14,7243.28,BESS,Mayor,12.8,50.8,4571.94,11815.23
4267,2009-12-30,11326.28,CC2,Crítica,20.6,179.05,16114.48,27440.76
4268,2015-05-05,7451.19,TV,Moderada,5.5,149.41,13447.16,20898.36
4269,2013-04-21,9570.15,TV,Mayor,26.5,59.23,5330.95,14901.11
4270,2000-08-20,9258.04,TV,Moderada,22.9,116.21,10458.55,19716.59
4271,2016-11-11,12945.41,Sistema_Auxiliar,Crítica,23.3,87.58,7881.82,20827.23
4272,2007-05-15,5441.44,CC2,Menor,16.0,91.92,8272.9,13714.33
4273,2007-07-16,12932.1,Sistema_Auxiliar,Mayor,2.1,112.83,10155.04,23087.14
4274,2000-05-15,8407.86,CC2,Moderada,4.6,78.98,7108.24,15516.11
4275,2007-03-20,5986.95,CC2,Mayor,9.9,94.79,8530.78,14517.73
4276,2019-02-02,3010.13,Sistema_Auxiliar,Moderada,2.3,10.62,955.54,3965.67
4277,2015-03-15,16916.4,Sistema_Auxiliar,Crítica,35.7,179.14,16122.23,33038.63
4278,2008-10-17,3618.08,TV,Moderada,39.5,12.28,1104.86,4722.94
4279,2001-02-08,8197.47,BESS,Moderada,17.4,26.06,2345.44,10542.91
4280,2012-12-09,8000.4,Sistema_Auxiliar,Moderada,5.2,67.08,6037.19,14037.58
4281,2011-06-03,5600.83,TV,Moderada,5.9,116.85,10516.57,16117.4
4282,2010-05-01,3504.28,CC2,Menor,3.1,172.78,15550.0,19054.28
4283,2006-05-01,8753.32,BESS,Moderada,30.7,24.38,2194.51,10947.82
4284,2002-02-19,4023.97,TV,Menor,29.4,55.92,5033.2,9057.17
4285,2005-10-25,5498.3,Sistema_Auxiliar,Moderada,29.5,13.76,1238.28,6736.58
4286,2009-03-07,3113.53,CC2,Menor,37.1,199.27,17934.34,21047.87
4287,2005-06-07,6051.78,CC2,Mayor,7.0,23.66,2129.28,8181.07
4288,2018-03-28,5166.81,CC2,Menor,42.3,150.66,13559.62,18726.42
4289,2006-09-17,5138.27,BESS,Moderada,47.7,14.34,1290.23,6428.51
4290,2012-02-25,8482.32,BESS,Mayor,12.3,115.8,10422.28,18904.61
4291,2013-01-30,7278.7,CC2,Menor,31.5,161.62,14546.09,21824.79
4292,2008-04-04,7150.84,CC2,Mayor,43.8,49.55,4459.17,11610.01
4293,2019-09-24,6108.47,Sistema_Auxiliar,Crítica,10.4,67.52,6076.41,12184.88
4294,2000-04-27,7771.08,CC2,Moderada,29.5,147.08,13237.4,21008.48
4295,2015-10-19,4941.56,TV,Menor,19.2,139.1,12518.67,17460.22
4296,2002-11-20,3897.57,CC1,Moderada,1.5,173.15,15583.89,19481.46
4297,2007-03-31,11975.03,BESS,Mayor,4.5,62.19,5596.78,17571.8
4298,2019-04-30,10667.44,Sistema_Auxiliar,Mayor,23.6,59.2,5328.44,15995.89
4299,2017-09-30,15813.91,Sistema_Auxiliar,Crítica,19.5,171.05,15394.26,31208.17
4300,2009-11-29,13059.59,CC1,Crítica,27.9,31.19,2807.05,15866.65
4301,2014-11-28,14559.78,Sistema_Auxiliar,Crítica,31.0,190.85,17176.44,31736.22
4302,2016-08-10,12132.79,BESS,Mayor,43.5,120.77,10868.96,23001.75
4303,2011-07-12,9657.0,CC2,Crítica,43.5,107.96,9716.14,19373.14
4304,2000-06-08,2776.17,CC1,Menor,28.6,178.59,16072.76,18848.93
4305,2002-02-09,2824.78,BESS,Menor,31.9,94.27,8483.87,11308.65
4306,2009-07-09,2526.78,BESS,Menor,16.5,158.52,14266.36,16793.13
4307,2009-09-25,9614.3,TV,Crítica,6.5,170.89,15380.5,24994.81
4308,2010-05-29,4366.13,Sistema_Auxiliar,Mayor,45.8,95.75,8617.64,12983.77
4309,2006-11-25,5790.54,BESS,Menor,1.8,23.7,2132.89,7923.43
4310,2003-10-31,12326.32,BESS,Crítica,1.0,153.58,13822.4,26148.73
4311,2008-01-13,3955.33,Sistema_Auxiliar,Menor,5.1,188.39,16955.04,20910.36
4312,2007-01-30,5270.9,Sistema_Auxiliar,Menor,21.2,150.92,13583.03,18853.93
4313,2008-12-14,3729.33,CC1,Moderada,25.3,55.24,4971.61,8700.93
4314,2012-02-07,17421.5,Sistema_Auxiliar,Crítica,26.0,52.47,4722.6,22144.1
4315,2012-04-28,4097.03,BESS,Mayor,46.2,195.48,17593.18,21690.21
4316,2006-11-24,6943.82,CC2,Moderada,41.4,102.36,9212.23,16156.04
4317,2002-02-16,6937.29,Sistema_Auxiliar,Moderada,10.8,96.69,8702.39,15639.68
4318,2002-03-18,8435.44,CC1,Mayor,30.0,172.53,15527.9,23963.35
4319,2007-08-24,12982.52,BESS,Crítica,30.8,190.77,17168.89,30151.41
4320,2014-04-28,9200.35,Sistema_Auxiliar,Mayor,1.5,129.87,11688.61,20888.96
4321,2001-06-10,12902.49,CC1,Mayor,19.6,31.56,2840.06,15742.55
4322,2003-12-05,3373.28,CC2,Menor,40.0,187.62,16885.64,20258.91
4323,2012-08-14,16540.47,CC2,Crítica,41.5,62.03,5582.46,22122.93
4324,2019-03-19,12467.43,CC1,Crítica,6.3,37.27,3354.19,15821.62
4325,2008-09-30,4318.35,CC2,Mayor,18.9,145.64,13107.94,17426.29
4326,2003-10-13,16234.42,TV,Crítica,9.9,51.74,4656.66,20891.08
4327,2001-04-09,3260.68,Sistema_Auxiliar,Menor,26.1,110.43,9938.35,13199.03
4328,2010-12-09,4851.34,BESS,Menor,11.2,147.92,13312.4,18163.74
4329,2002-07-20,7672.1,CC1,Moderada,4.5,191.83,17265.07,24937.17
4330,2000-01-05,8768.61,BESS,Moderada,11.8,191.76,17258.46,26027.07
4331,2004-10-07,10750.14,TV,Mayor,44.6,119.26,10733.81,21483.95
4332,2013-01-27,5509.47,TV,Mayor,18.8,161.4,14525.95,20035.41
4333,2011-06-29,11481.42,Sistema_Auxiliar,Crítica,46.5,75.05,6754.21,18235.63
4334,2008-10-23,12598.64,CC1,Crítica,46.9,53.18,4785.94,17384.58
4335,2005-09-22,9041.83,BESS,Crítica,11.8,49.54,4458.65,13500.48
4336,2008-05-04,8200.46,Sistema_Auxiliar,Mayor,11.3,109.95,9895.35,18095.81
4337,2002-09-22,11392.05,CC1,Crítica,32.7,131.29,11815.85,23207.9
4338,2013-04-16,4353.57,BESS,Mayor,6.1,132.94,11964.3,16317.87
4339,2008-08-18,3791.77,CC2,Menor,36.3,131.65,11848.88,15640.65
4340,2019-01-16,5777.03,CC2,Moderada,33.5,72.58,6531.88,12308.91
4341,2006-03-28,6351.22,Sistema_Auxiliar,Mayor,21.0,189.29,17036.08,23387.31
4342,2018-07-29,9680.86,CC2,Mayor,7.2,84.16,7574.08,17254.93
4343,2017-03-19,7843.14,CC2,Menor,20.3,28.07,2526.1,10369.25
4344,2011-08-13,10147.17,CC1,Crítica,11.8,53.24,4791.32,14938.49
4345,2017-12-14,7790.79,Sistema_Auxiliar,Menor,30.3,41.28,3715.55,11506.34
4346,2011-02-21,12519.86,BESS,Mayor,12.8,82.14,7392.96,19912.82
4347,2004-05-16,5474.27,BESS,Moderada,38.4,25.34,2280.98,7755.25
4348,2014-03-29,6270.53,CC1,Menor,15.6,93.77,8439.05,14709.59
4349,2003-04-22,9095.27,BESS,Moderada,13.1,106.66,9599.68,18694.94
4350,2005-04-06,6302.46,CC1,Moderada,1.3,50.97,4587.59,10890.05
4351,2011-01-12,8001.54,TV,Crítica,1.4,195.9,17630.97,25632.52
4352,2003-12-28,8717.61,BESS,Moderada,16.7,136.23,12260.53,20978.15
4353,2019-06-24,4980.87,CC1,Menor,35.8,40.22,3619.99,8600.86
4354,2004-11-04,4046.51,BESS,Menor,43.6,142.06,12785.09,16831.6
4355,2002-09-24,9144.97,TV,Mayor,13.2,29.67,2670.08,11815.05
4356,2009-06-04,4007.01,CC1,Moderada,23.3,117.43,10568.31,14575.33
4357,2015-12-22,4329.78,Sistema_Auxiliar,Mayor,3.9,90.4,8135.87,12465.65
4358,2007-05-27,5409.79,BESS,Menor,46.1,180.96,16286.63,21696.42
4359,2016-04-24,7833.62,BESS,Mayor,13.2,130.96,11786.62,19620.24
4360,2016-12-28,9422.16,Sistema_Auxiliar,Mayor,15.2,149.89,13489.73,22911.89
4361,2002-11-14,4109.47,BESS,Menor,25.3,25.56,2300.58,6410.05
4362,2012-12-09,9809.89,Sistema_Auxiliar,Mayor,12.6,145.45,13090.37,22900.26
4363,2008-12-22,10250.9,CC1,Crítica,11.8,153.8,13842.05,24092.94
4364,2001-04-08,4540.0,TV,Menor,38.1,88.75,7987.13,12527.13
4365,2015-06-23,2711.73,CC2,Menor,38.6,175.07,15756.64,18468.37
4366,2014-09-11,4307.02,Sistema_Auxiliar,Mayor,42.4,40.61,3654.46,7961.48
4367,2017-12-24,10506.12,TV,Crítica,27.4,199.28,17934.99,28441.11
4368,2019-02-27,14282.46,CC2,Crítica,46.2,79.41,7147.2,21429.66
4369,2006-09-07,5934.4,BESS,Moderada,43.0,107.55,9679.29,15613.69
4370,2015-05-14,6131.19,CC2,Crítica,20.1,78.48,7063.38,13194.57
4371,2014-08-23,7575.94,CC2,Moderada,20.5,165.28,14875.13,22451.07
4372,2010-10-02,5375.93,CC1,Menor,12.3,185.6,16703.88,22079.8
4373,2007-08-25,6185.72,TV,Mayor,32.5,64.36,5792.31,11978.03
4374,2005-11-08,3962.22,CC1,Moderada,3.6,76.29,6866.47,10828.68
4375,2009-04-09,5816.18,CC2,Moderada,23.4,94.0,8460.44,14276.61
4376,2016-11-21,3965.83,TV,Menor,13.0,67.71,6093.95,10059.78
4377,2009-09-11,4368.26,CC2,Menor,42.5,186.32,16768.49,21136.75
4378,2019-08-09,10028.11,TV,Crítica,24.5,142.28,12804.82,22832.93
4379,2009-02-13,7236.26,Sistema_Auxiliar,Mayor,2.0,115.53,10397.52,17633.78
4380,2008-01-11,9950.75,Sistema_Auxiliar,Moderada,24.1,102.44,9219.99,19170.75
4381,2000-07-04,4998.81,CC1,Menor,27.6,68.98,6207.77,11206.58
4382,2001-08-14,5229.63,TV,Moderada,38.8,26.97,2427.36,7656.99
4383,2003-04-03,5699.45,Sistema_Auxiliar,Mayor,32.8,70.52,6346.82,12046.27
4384,2019-11-02,13152.03,CC1,Crítica,40.5,33.44,3009.38,16161.41
4385,2010-01-24,11006.02,Sistema_Auxiliar,Crítica,16.7,89.53,8057.53,19063.55
4386,2014-01-25,9085.75,TV,Mayor,7.8,71.64,6447.46,15533.2
4387,2012-07-26,3989.61,BESS,Menor,38.6,21.9,1971.43,5961.04
4388,2003-12-27,15616.85,CC2,Crítica,11.3,132.36,11912.34,27529.18
4389,2000-01-17,6120.83,CC2,Moderada,19.0,64.34,5790.9,11911.73
4390,2005-08-13,2515.35,CC1,Menor,42.6,60.56,5450.52,7965.86
4391,2002-08-30,10666.47,Sistema_Auxiliar,Mayor,2.4,44.91,4042.27,14708.74
4392,2002-05-21,7459.24,TV,Moderada,19.5,79.18,7126.02,14585.26
4393,2017-06-01,7697.74,CC2,Crítica,13.2,184.74,16626.21,24323.95
4394,2014-09-15,12366.12,CC2,Crítica,6.2,180.76,16268.78,28634.9
4395,2009-02-26,9789.58,TV,Mayor,32.6,124.84,11235.69,21025.27
4396,2008-09-14,4576.39,TV,Mayor,16.0,72.65,6538.78,11115.17
4397,2006-03-11,3984.88,CC1,Menor,46.0,194.81,17533.03,21517.91
4398,2016-07-12,9501.33,CC2,Crítica,13.5,22.44,2019.43,11520.76
4399,2016-08-13,12982.98,BESS,Mayor,39.6,32.58,2931.76,15914.74
4400,2001-06-21,6001.68,Sistema_Auxiliar,Menor,6.4,69.93,6294.1,12295.78
4401,2015-09-03,4681.35,Sistema_Auxiliar,Menor,35.0,111.28,10014.77,14696.12
4402,2012-06-20,6065.55,TV,Crítica,29.6,125.35,11281.1,17346.65
4403,2014-03-30,10517.34,TV,Mayor,5.6,27.97,2517.59,13034.93
4404,2008-08-02,3843.73,TV,Menor,23.5,13.62,1225.57,5069.3
4405,2017-09-09,6242.66,Sistema_Auxiliar,Moderada,5.6,100.98,9087.87,15330.52
4406,2003-05-24,6255.05,CC1,Moderada,34.1,46.84,4215.62,10470.67
4407,2011-09-02,9552.3,CC2,Crítica,24.6,99.73,8975.75,18528.05
4408,2006-06-23,9668.71,TV,Crítica,15.4,179.54,16158.41,25827.12
4409,2006-07-08,8457.56,BESS,Mayor,45.2,41.07,3696.21,12153.77
4410,2005-03-17,8025.3,CC2,Mayor,5.4,177.67,15990.63,24015.93
4411,2003-10-14,5698.39,CC1,Moderada,33.4,69.21,6228.75,11927.14
4412,2007-11-06,4784.95,TV,Moderada,22.0,101.55,9139.82,13924.76
4413,2012-03-02,6354.5,BESS,Menor,24.7,98.67,8880.11,15234.6
4414,2001-04-26,8833.49,Sistema_Auxiliar,Moderada,39.6,44.11,3969.47,12802.96
4415,2014-01-20,5997.87,Sistema_Auxiliar,Mayor,34.1,195.77,17619.74,23617.61
4416,2015-09-10,7374.07,CC2,Crítica,2.0,198.65,17878.21,25252.28
4417,2017-01-10,11686.23,CC1,Mayor,46.3,105.69,9511.93,21198.16
4418,2005-11-27,5659.16,TV,Mayor,26.2,124.76,11228.38,16887.54
4419,2002-01-13,10505.72,Sistema_Auxiliar,Mayor,33.2,118.41,10656.7,21162.42
4420,2009-02-20,12292.49,TV,Mayor,16.8,76.58,6891.99,19184.48
4421,2009-03-01,2784.12,TV,Menor,37.0,160.24,14421.57,17205.69
4422,2013-06-21,6031.59,BESS,Crítica,10.9,198.66,17879.66,23911.26
4423,2015-07-12,8744.65,Sistema_Auxiliar,Mayor,9.5,54.22,4879.86,13624.51
4424,2014-08-22,5025.39,TV,Menor,37.1,96.78,8709.94,13735.33
4425,2018-10-15,9737.16,TV,Moderada,15.4,125.78,11320.62,21057.77
4426,2000-08-13,5818.85,BESS,Menor,5.5,161.79,14561.42,20380.27
4427,2011-06-19,6897.67,CC2,Moderada,13.8,184.79,16630.92,23528.59
4428,2007-02-23,9701.99,TV,Moderada,39.4,124.62,11215.43,20917.42
4429,2011-07-01,15814.44,TV,Crítica,34.8,141.47,12731.92,28546.35
4430,2009-05-25,11064.89,CC2,Crítica,30.9,177.35,15961.08,27025.97
4431,2016-10-24,5184.97,BESS,Menor,18.5,145.66,13109.85,18294.81
4432,2000-12-24,12701.53,Sistema_Auxiliar,Crítica,5.8,67.19,6047.5,18749.03
4433,2009-03-18,4554.87,CC1,Mayor,43.2,174.4,15695.7,20250.57
